application_id,group,annual_income,credit_score,employment_length,debt_to_income,revolving_util,num_credit_lines,loan_amount,home_ownership,loan_purpose,age,defaulted
L63264,A,"$89,830",794.0,3 years,0.231,0.2,14,22100,RENT,debt_consolidation,41,0
L62406,A,"$132,841",781.0,5 years,0.184,0.346,12,7400,Mortgage,debt_consolidation,49,0
L61989,A,"$83,794",757.0,7 years,0.221,0.197,16,30100,MORTGAGE,home_improvement,39,0
L61407,B,"$25,061",689.0,< 1 year,0.359,0.606,4,7900,RENT,debt_consolidation,35,1
L64245,B,"$114,172",692.0,7 years,0.174,0.593,11,18100,Rent,major_purchase,60,0
L62900,B,"$23,978",668.0,< 1 year,0.435,0.137,4,10600,MORTGAGE,credit_card,44,1
L60104,B,"$24,241",818.0,7 years,0.168,0.468,10,11100,MORTGAGE,home_improvement,33,0
L60234,A,"$76,853",758.0,10+ years,0.448,0.394,10,1300,MORTGAGE,debt_consolidation,23,0
L62742,A,"$28,559",698.0,10+ years,0.278,0.33,5,12500,MORTGAGE,credit_card,56,0
L62241,A,"$98,483",748.0,5 years,0.27,0.522,8,10400,OWN,debt_consolidation,51,0
L63608,B,"$60,549",667.0,6 years,0.218,0.475,6,28700,Own,debt_consolidation,41,0
L61855,A,"$49,203",809.0,10+ years,0.333,0.382,13,17200,Rent,home_improvement,35,0
L60616,A,"$98,409",728.0,2 years,0.202,0.316,6,17900,RENT,medical,35,1
L62963,A,"$69,735",628.0,6 years,0.407,0.589,7,18700,RENT,credit card,44,1
L61048,B,"$34,697",725.0,,0.336,0.296,9,19700,Mortgage,debt_consolidation,21,0
L61055,A,"$23,018",718.0,10+ years,0.269,0.345,10,19600,RENT,other,18,1
L60453,A,"$37,322",764.0,1 years,0.425,0.157,8,22700,MORTGAGE,debt_consolidation,46,0
L63204,A,"$26,303",727.0,8 years,0.198,0.583,7,7800,MORTGAGE,major_purchase,50,0
L64576,A,"$38,652",700.0,10+ years,0.111,0.133,6,35300,MORTGAGE,credit_card,47,0
L64724,B,"$104,184",668.0,9 years,0.398,0.512,9,23900,mortgage,other,36,0
L65159,A,"$67,254",689.0,5 years,0.423,0.662,3,1000,MORTGAGE,Debt Consolidation,38,1
L61940,A,"$59,452",578.0,3 years,0.386,0.443,14,10600,OWN,other,22,0
L62681,B,"$74,958",627.0,5 years,0.184,0.695,4,7000,MORTGAGE,home_improvement,54,0
L63876,A,"$79,212",730.0,7 years,0.297,0.453,11,11100,MORTGAGE,debt_consolidation,29,0
L62432,A,"$45,562",739.0,10+ years,0.307,0.334,7,20000,MORTGAGE,debt_consolidation,39,0
L64733,A,"$33,288",660.0,8 years,0.402,0.185,7,19300,OWN,debt_consolidation,47,0
L61213,A,"$48,852",811.0,10+ years,0.356,0.614,4,15500,RENT,home_improvement,36,1
L64592,A,"$80,158",720.0,8 years,0.188,0.73,7,14700,mortgage,major_purchase,35,0
L61541,A,"$36,755",712.0,5 years,0.186,0.636,12,31400,OWN,debt_consolidation,37,0
L60950,B,"$16,213",712.0,5 years,0.27,0.435,9,14600,MORTGAGE,debt_consolidation,30,0
L61582,A,"$66,919",603.0,10+ years,0.064,0.0,2,10200,MORTGAGE,Credit Card,50,0
L63692,B,"$44,367",740.0,1 years,0.226,0.678,10,13000,MORTGAGE,debt_consolidation,58,1
L63915,A,"$43,957",647.0,10+ years,0.458,0.446,16,12600,MORTGAGE,credit_card,31,0
L61310,B,"$39,197",680.0,9 years,0.17,0.66,5,26700,rent,debt_consolidation,40,1
L64154,B,"$31,021",582.0,1 years,0.411,0.85,5,13300,RENT,home_improvement,32,0
L64951,B,"$44,351",618.0,4 years,0.307,0.476,5,8500,Mortgage,debt consolidation,39,0
L63637,A,"$101,242",623.0,10+ years,0.141,0.506,6,29900,RENT,credit_card,47,0
L60690,A,"$50,679",677.0,6 years,0.187,0.186,12,6400,RENT,debt_consolidation,51,0
L64317,A,"$70,105",719.0,2 years,0.298,0.268,8,28100,RENT,credit_card,39,0
L65024,A,"$89,987",746.0,7 years,0.312,0.5,4,10700,RENT,debt_consolidation,71,0
L64164,B,"$73,919",522.0,10+ years,0.357,0.15,9,13000,rent,debt_consolidation,39,1
L64914,A,"$26,070",766.0,6 years,0.373,0.815,15,12400,Rent,Major Purchase,45,0
L64017,A,"$72,223",840.0,7 years,0.27,0.562,10,28600,RENT,Major Purchase,33,0
L62849,A,"$58,163",741.0,5 years,0.223,0.587,10,22500,RENT,Credit Card,27,0
L60543,A,"$67,054",648.0,3 years,0.003,0.419,4,24400,MORTGAGE,Home Improvement,39,0
L63751,A,"$51,552",759.0,6 years,0.409,0.899,7,16800,RENT,debt_consolidation,57,0
L63255,B,"$29,633",724.0,3 years,0.347,0.715,7,19300,RENT,Major Purchase,54,0
L63787,A,"$76,644",641.0,10+ years,0.257,0.676,8,6700,RENT,Major Purchase,40,0
L62244,B,"$44,546",719.0,2 years,0.198,0.4,6,24100,RENT,other,65,0
L63130,A,"$51,485",634.0,1 years,0.36,0.504,9,19100,MORTGAGE,Debt Consolidation,58,1
L61929,B,"$81,516",704.0,1 years,0.243,0.3,9,9100,RENT,credit_card,40,0
L61523,B,"$47,739",702.0,10+ years,0.176,0.459,4,10600,RENT,debt_consolidation,45,0
L63613,A,"$148,855",708.0,7 years,0.405,0.405,9,14600,rent,debt_consolidation,42,1
L62715,A,"$115,260",713.0,3 years,0.0,0.4,9,12200,MORTGAGE,home_improvement,36,0
L64604,B,"$88,232",744.0,1 years,0.555,0.175,7,22500,RENT,credit_card,45,0
L62606,A,"$84,508",597.0,5 years,0.066,0.361,9,1000,RENT,debt_consolidation,25,0
L63181,A,"$86,910",648.0,10+ years,0.3,0.144,4,3700,OWN,debt consolidation,33,0
L61895,B,"$36,717",575.0,10+ years,0.476,0.426,5,9700,MORTGAGE,major_purchase,24,1
L62946,A,"$31,966",615.0,8 years,0.124,0.346,10,20700,RENT,Other,34,0
L61753,B,"$21,308",631.0,4 years,0.518,0.886,6,3300,OWN,medical,34,1
L60067,A,"$53,028",653.0,3 years,0.261,0.543,5,13900,MORTGAGE,debt_consolidation,50,0
L63798,B,"$38,026",679.0,5 years,0.249,0.775,6,19700,RENT,medical,39,0
L63563,B,"$26,968",678.0,7 years,0.28,0.58,6,10300,RENT,debt_consolidation,34,0
L62901,B,"$49,966",595.0,2 years,0.545,0.405,9,13700,MORTGAGE,debt_consolidation,33,1
L60233,A,"$106,409",764.0,4 years,0.217,0.417,9,11200,RENT,debt_consolidation,55,0
L62236,B,n/a,649.0,< 1 year,0.34,0.412,10,26200,MORTGAGE,debt_consolidation,34,0
L64358,A,"$146,423",768.0,4 years,0.097,0.361,6,15400,MORTGAGE,home_improvement,42,0
L63247,A,"$59,045",798.0,6 years,0.245,0.305,8,16300,RENT,debt_consolidation,36,0
L61546,B,"$73,970",629.0,5 years,0.403,0.587,3,2100,RENT,debt_consolidation,46,0
L62562,A,"$44,929",633.0,3 years,0.453,0.524,8,14700,OWN,debt_consolidation,34,0
L60775,A,"$51,216",590.0,2 years,0.462,0.319,5,19800,OWN,credit_card,25,1
L61468,B,"$61,917",734.0,2 years,0.417,0.531,11,20000,MORTGAGE,major_purchase,39,0
L60252,A,"$92,451",,10+ years,0.21,0.584,9,17700,RENT,credit_card,49,0
L62534,A,"$46,784",651.0,10+ years,0.226,0.429,8,9900,OWN,major_purchase,61,0
L62379,A,"$29,792",742.0,2 years,0.242,0.291,11,11500,MORTGAGE,credit_card,45,0
L60792,A,"$83,429",767.0,9 years,0.343,0.52,10,23800,MORTGAGE,debt_consolidation,35,0
L63868,A,"$82,772",712.0,< 1 year,0.322,0.546,8,24200,MORTGAGE,Medical,37,0
L63459,A,"$32,522",596.0,2 years,0.186,0.295,7,7000,rent,debt_consolidation,39,0
L60747,A,"$63,123",728.0,8 years,0.234,0.607,2,5700,OWN,credit_card,27,0
L60678,B,"$59,655",715.0,2 years,0.365,0.458,3,19100,RENT,credit_card,34,0
L64195,B,"$53,357",738.0,3 years,0.363,0.575,7,5400,Rent,credit card,59,0
L64070,A,"$47,645",664.0,4 years,0.327,0.416,7,22500,OWN,other,40,0
L64194,B,"$66,530",694.0,10+ years,0.266,0.552,5,13100,Rent,debt consolidation,44,1
L60579,B,"$56,038",653.0,< 1 year,0.269,0.709,9,21100,MORTGAGE,major_purchase,41,1
L62850,A,"$58,279",788.0,5 years,0.535,0.292,7,19500,RENT,major_purchase,63,0
L62306,B,"$62,130",687.0,4 years,0.044,0.567,8,3100,own,medical,47,0
L62505,A,"$83,393",742.0,9 years,0.378,0.517,9,22500,MORTGAGE,credit_card,34,1
L62772,B,"$81,337",682.0,3 years,0.317,0.706,3,12800,RENT,Other,34,1
L60115,B,"$71,253",689.0,5 years,0.115,0.462,7,1000,RENT,medical,31,0
L64786,B,"$61,416",720.0,< 1 year,0.46,0.14,11,4200,Rent,credit_card,37,0
L61103,B,"$14,211",554.0,< 1 year,0.298,0.525,7,3600,MORTGAGE,debt_consolidation,37,0
L61841,A,"$53,978",594.0,3 years,0.293,0.211,11,1000,MORTGAGE,debt_consolidation,65,0
L64551,B,"$36,969",608.0,5 years,0.11,0.796,6,22000,MORTGAGE,Other,50,1
L61297,A,"$47,427",619.0,10+ years,0.256,0.321,5,18100,MORTGAGE,debt_consolidation,46,1
L61899,A,"$29,451",693.0,7 years,0.189,0.237,9,6300,Rent,Credit Card,18,0
L64179,A,"$33,971",746.0,2 years,0.455,0.475,9,3100,RENT,debt_consolidation,44,1
L62465,B,"$64,127",712.0,7 years,0.237,0.509,13,16200,OWN,credit_card,28,0
L60046,A,"$23,930",642.0,10+ years,0.289,0.519,6,16700,mortgage,credit_card,73,0
L60309,B,"$34,620",670.0,3 years,0.171,0.726,9,29300,mortgage,Debt Consolidation,58,0
L61282,B,"$122,694",700.0,2 years,0.456,0.679,8,16800,MORTGAGE,home_improvement,37,0
L61524,B,"$14,355",640.0,6 years,0.291,0.63,8,11200,MORTGAGE,medical,18,0
L63775,A,"$84,523",616.0,8 years,0.256,0.096,6,9700,MORTGAGE,medical,53,0
L63398,A,"$46,717",663.0,5 years,0.459,0.237,10,7600,MORTGAGE,credit_card,22,1
L64845,B,"$54,441",658.0,7 years,0.308,0.459,8,3800,MORTGAGE,major_purchase,27,0
L63260,A,"$22,395",668.0,8 years,0.314,0.262,3,8900,RENT,debt_consolidation,33,0
L60407,B,"$53,989",714.0,8 years,0.279,0.663,4,21800,Rent,debt_consolidation,38,0
L63810,A,"$38,769",593.0,10+ years,0.146,0.624,9,14700,RENT,other,45,0
L64644,B,"$51,050",651.0,5 years,0.322,0.159,6,13300,MORTGAGE,medical,23,0
L60330,B,"$94,341",601.0,9 years,0.088,0.609,9,21700,RENT,medical,30,0
L62169,B,"$87,213",696.0,6 years,0.284,0.534,6,23200,RENT,medical,29,0
L64552,A,"$39,195",770.0,10+ years,0.385,0.13,4,25400,RENT,debt_consolidation,35,0
L61429,B,"$49,637",768.0,7 years,0.284,0.877,14,8700,RENT,credit_card,55,0
L60311,A,"$52,263",707.0,7 years,0.236,0.621,10,8500,RENT,debt_consolidation,27,0
L63129,B,"$48,609",654.0,< 1 year,0.449,0.19,8,19300,mortgage,credit card,38,0
L61762,A,"$47,111",638.0,3 years,0.077,0.508,6,1000,RENT,Other,46,0
L65186,A,"$33,901",569.0,10+ years,0.246,0.563,10,24000,MORTGAGE,Other,34,0
L60017,B,"$210,810",753.0,10+ years,0.466,0.329,5,25700,MORTGAGE,debt_consolidation,66,0
L64250,B,"$40,462",654.0,9 years,0.368,0.697,4,14500,Mortgage,debt_consolidation,52,0
L61528,A,"$59,760",697.0,8 years,0.23,0.603,8,20600,Rent,Major Purchase,34,0
L64155,B,"$28,361",648.0,5 years,0.183,0.342,9,14900,MORTGAGE,major_purchase,42,1
L61094,A,"$36,525",663.0,6 years,0.377,0.509,10,8900,RENT,debt consolidation,23,0
L64503,A,"$18,744",702.0,5 years,0.16,0.53,14,20600,OWN,debt consolidation,48,1
L62469,B,"$35,429",688.0,2 years,0.273,0.578,7,24000,MORTGAGE,other,20,0
L63617,B,"$19,893",590.0,< 1 year,0.218,0.526,9,15100,rent,debt_consolidation,41,0
L60859,B,"$128,062",584.0,< 1 year,0.453,0.275,9,8600,RENT,credit_card,49,1
L60012,B,"$17,709",707.0,10+ years,0.374,0.48,4,12400,MORTGAGE,Debt Consolidation,42,0
L64635,A,"$34,882",655.0,4 years,0.359,0.573,9,27800,MORTGAGE,home_improvement,74,0
L64260,A,"$29,231",699.0,10+ years,0.491,0.492,9,10200,Rent,credit_card,35,1
L62419,B,"$35,328",542.0,3 years,0.248,0.415,6,4700,Mortgage,Other,52,1
L60388,A,"$51,899",687.0,< 1 year,0.154,0.246,17,20100,RENT,debt_consolidation,46,1
L64648,B,"$71,275",561.0,5 years,0.357,0.615,8,11300,OWN,Credit Card,51,0
L64467,A,"$55,211",750.0,10+ years,0.248,0.532,9,9200,MORTGAGE,debt_consolidation,71,0
L60937,A,"$56,143",641.0,9 years,0.239,0.776,11,6800,OWN,other,64,1
L64694,B,"$43,622",680.0,2 years,0.247,0.442,8,15400,MORTGAGE,credit_card,38,0
L62067,B,"$125,843",599.0,1 years,0.499,0.481,8,22900,RENT,debt_consolidation,38,0
L60427,A,"$69,334",680.0,5 years,0.356,0.217,12,18200,RENT,Medical,36,0
L65025,A,"$56,920",649.0,8 years,0.264,0.336,10,7600,Mortgage,credit_card,33,0
L61307,B,"$59,986",599.0,3 years,0.426,0.453,8,22600,MORTGAGE,debt_consolidation,25,1
L61373,A,"$49,441",665.0,4 years,0.537,0.41,6,2400,Rent,Home Improvement,37,1
L61377,B,"$39,971",651.0,5 years,0.164,0.878,7,12900,MORTGAGE,debt consolidation,46,0
L60408,A,"$31,758",656.0,7 years,0.418,0.511,12,16400,RENT,Home Improvement,32,1
L60980,B,"$28,399",684.0,4 years,0.226,0.248,10,13900,RENT,debt consolidation,42,0
L61441,B,"$67,271",722.0,2 years,0.293,0.585,6,1000,RENT,credit_card,49,0
L63354,B,"$67,042",639.0,10+ years,0.159,0.622,5,10200,RENT,debt consolidation,43,0
L64183,A,"$66,998",588.0,8 years,0.228,0.554,5,15100,Mortgage,credit_card,21,0
L60512,A,"$68,309",651.0,10+ years,0.278,0.513,16,18600,mortgage,debt consolidation,41,0
L62157,B,"$68,610",816.0,8 years,0.201,1.042,3,1700,OWN,credit_card,49,0
L61724,A,"$75,121",667.0,2 years,0.067,0.115,11,14700,RENT,major_purchase,18,0
L63648,A,"$49,326",602.0,2 years,0.141,0.335,6,17000,mortgage,debt_consolidation,37,0
L63085,B,"$52,954",674.0,< 1 year,0.102,0.597,8,4900,OWN,debt_consolidation,72,0
L62445,A,"$36,159",680.0,10+ years,0.303,0.241,5,11000,MORTGAGE,debt_consolidation,37,0
L64127,A,"$49,129",633.0,7 years,0.485,0.353,12,9400,MORTGAGE,Debt Consolidation,39,0
L61891,A,"$68,470",679.0,7 years,0.405,0.367,13,21300,rent,major_purchase,29,1
L63995,A,"$57,319",681.0,10+ years,0.423,0.759,8,1000,RENT,debt consolidation,51,1
L62148,B,"$140,447",646.0,2 years,0.259,0.679,8,18100,RENT,credit_card,48,0
L60932,A,"$96,297",693.0,10+ years,0.572,0.443,7,18300,RENT,credit_card,48,0
L63232,A,"$22,106",693.0,5 years,0.279,0.206,8,23400,RENT,Debt Consolidation,56,0
L64355,B,"$20,667",658.0,3 years,0.35,0.343,3,42400,MORTGAGE,medical,52,0
L64419,A,"$41,473",681.0,3 years,0.37,0.851,10,18600,MORTGAGE,debt consolidation,25,0
L65132,B,"$47,370",687.0,2 years,0.368,0.287,6,7600,MORTGAGE,major_purchase,26,0
L63742,B,"$53,761",637.0,4 years,0.434,0.784,4,19600,MORTGAGE,debt_consolidation,40,1
L62122,A,"$95,476",623.0,10+ years,0.099,0.289,10,22200,mortgage,medical,55,0
L65095,A,"$32,618",796.0,4 years,0.312,0.383,8,5600,RENT,credit_card,45,0
L60965,A,"$18,571",756.0,10+ years,0.181,0.868,7,15100,Rent,credit card,37,0
L60177,A,"$50,565",675.0,8 years,0.224,0.818,7,22200,RENT,debt_consolidation,48,1
L61856,A,"$33,950",719.0,4 years,0.22,0.581,12,11000,rent,other,38,0
L64088,A,"$72,035",706.0,7 years,0.29,0.155,12,1000,MORTGAGE,medical,47,0
L62089,B,"$37,205",627.0,4 years,0.383,0.48,8,24600,RENT,debt_consolidation,55,1
L63328,A,n/a,739.0,10+ years,0.186,0.359,9,25300,rent,major_purchase,40,0
L62819,A,"$63,349",739.0,< 1 year,0.259,0.728,4,20200,MORTGAGE,debt_consolidation,32,0
L64496,A,"$116,001",641.0,5 years,0.161,0.414,7,22400,rent,Credit Card,64,0
L62814,A,"$32,791",748.0,5 years,0.455,0.225,13,34600,OWN,debt_consolidation,47,0
L60302,A,"$100,705",646.0,8 years,0.181,0.359,8,7300,RENT,Home Improvement,25,0
L61869,B,"$96,601",644.0,7 years,0.418,0.318,15,23500,MORTGAGE,debt_consolidation,47,0
L62139,B,"$52,974",623.0,10+ years,0.276,0.293,8,16800,OWN,credit_card,34,1
L63254,B,"$78,671",733.0,5 years,0.411,0.423,9,17200,RENT,credit_card,34,1
L61621,B,"$92,367",626.0,6 years,0.345,0.455,3,33800,rent,other,18,1
L64117,B,"$91,875",742.0,2 years,0.261,0.481,6,3000,Mortgage,credit_card,32,0
L64841,A,"$94,913",592.0,4 years,0.273,0.0,10,20000,MORTGAGE,credit_card,58,0
L65004,B,"$65,194",545.0,6 years,0.356,0.524,3,26900,OWN,debt_consolidation,34,1
L61391,B,"$52,920",696.0,3 years,0.281,0.837,8,27500,MORTGAGE,other,54,0
L60634,A,"$47,613",717.0,10+ years,0.28,0.268,4,27900,MORTGAGE,debt_consolidation,57,0
L61958,A,"$46,502",671.0,7 years,0.147,0.756,14,5800,RENT,major_purchase,40,0
L63837,A,"$59,665",722.0,6 years,0.303,0.165,7,16300,RENT,medical,54,1
L62145,A,"$42,264",791.0,3 years,0.187,0.137,7,1000,MORTGAGE,debt_consolidation,44,0
L64201,A,"$57,426",669.0,5 years,0.27,0.819,15,14600,MORTGAGE,debt consolidation,18,0
L61037,A,"$67,687",673.0,4 years,0.32,0.23,10,1100,RENT,debt_consolidation,51,0
L63357,A,"$57,039",811.0,8 years,0.457,0.314,10,6900,OWN,major_purchase,53,1
L65076,A,"$75,768",547.0,2 years,0.122,0.616,7,34300,MORTGAGE,debt_consolidation,50,0
L65148,B,"$62,444",663.0,10+ years,0.086,0.412,11,23800,own,home_improvement,42,1
L61983,B,"$106,401",674.0,2 years,0.196,0.485,9,21500,MORTGAGE,debt_consolidation,47,0
L60881,B,"$86,870",701.0,10+ years,0.399,0.221,4,20000,RENT,debt_consolidation,42,0
L62891,B,"$58,528",660.0,7 years,0.31,0.323,11,32400,rent,credit_card,53,0
L64224,B,"$50,945",624.0,9 years,0.388,0.009,6,10600,RENT,home_improvement,47,0
L64964,A,"$57,381",779.0,2 years,0.34,0.26,15,15400,MORTGAGE,debt_consolidation,61,0
L64382,B,"$21,137",682.0,10+ years,0.345,0.694,9,23900,RENT,debt_consolidation,24,0
L61096,A,"$80,326",737.0,4 years,0.412,0.427,19,12300,own,major_purchase,50,0
L62712,A,"$36,314",631.0,10+ years,0.189,0.501,10,9700,MORTGAGE,Home Improvement,47,0
L64094,B,"$25,027",683.0,8 years,0.281,0.309,10,2700,Mortgage,Debt Consolidation,53,0
L62501,B,"$26,819",673.0,< 1 year,0.346,0.305,4,2900,MORTGAGE,medical,53,0
L65005,B,"$57,221",759.0,1 years,0.381,0.322,5,15700,MORTGAGE,other,28,0
L61845,A,"$55,642",688.0,7 years,0.365,0.203,6,16600,OWN,Debt Consolidation,55,0
L64292,B,"$32,596",752.0,4 years,0.264,0.197,9,20900,MORTGAGE,debt_consolidation,59,0
L61917,A,"$77,223",767.0,< 1 year,0.147,0.195,6,4500,MORTGAGE,debt consolidation,53,0
L60203,B,"$105,028",746.0,< 1 year,0.414,0.708,8,1000,RENT,debt_consolidation,46,1
L64577,B,"$31,159",637.0,3 years,0.518,0.278,8,3100,rent,debt consolidation,46,1
L61126,A,"$95,026",710.0,8 years,0.275,0.299,7,15700,RENT,debt_consolidation,45,0
L63760,A,"$30,306",675.0,7 years,0.264,0.553,8,12400,own,credit_card,46,0
L64255,B,"$36,194",741.0,8 years,0.202,0.391,8,5700,OWN,home_improvement,22,0
L65010,A,"$52,045",698.0,5 years,0.412,0.166,4,20800,rent,home_improvement,44,0
L63243,A,"$113,326",732.0,5 years,0.3,0.534,13,18200,OWN,home_improvement,18,0
L63065,B,"$15,258",612.0,,0.371,0.574,9,31600,mortgage,home_improvement,42,0
L62115,B,"$104,634",688.0,2 years,0.361,0.612,7,1000,MORTGAGE,debt_consolidation,47,0
L63521,B,"$123,422",695.0,3 years,0.077,0.0,5,24700,MORTGAGE,major_purchase,34,0
L61997,B,"$73,865",727.0,2 years,0.382,0.493,5,12500,MORTGAGE,Major Purchase,55,0
L64664,A,"$62,940",676.0,7 years,0.313,0.496,12,16600,MORTGAGE,home_improvement,62,0
L63861,B,"$36,418",659.0,9 years,0.425,0.127,5,27200,Mortgage,other,35,1
L63645,A,"$40,147",823.0,10 years,0.391,0.269,6,17200,MORTGAGE,home_improvement,51,0
L61414,B,"$32,047",667.0,2 years,0.399,0.306,9,9400,RENT,debt_consolidation,45,0
L60800,A,"$140,562",766.0,5 years,0.134,0.146,12,20500,rent,debt_consolidation,42,0
L62021,A,"$91,473",660.0,4 years,0.455,0.585,6,19200,Mortgage,major_purchase,30,1
L60706,A,"$55,826",736.0,10+ years,0.209,0.476,12,14700,mortgage,credit_card,33,1
L62014,B,"$71,561",578.0,4 years,0.244,0.679,9,21800,Rent,other,33,0
L63744,A,"$130,183",819.0,6 years,0.308,0.455,7,28200,MORTGAGE,debt_consolidation,65,0
L61039,A,"$41,333",687.0,8 years,0.358,0.331,8,22300,OWN,debt_consolidation,56,0
L63646,A,"$59,549",663.0,,0.22,0.768,11,3000,Mortgage,credit_card,21,0
L63385,B,"$76,831",733.0,6 years,0.336,0.667,7,7400,OWN,medical,65,0
L60251,A,"$78,406",547.0,10+ years,0.174,0.045,10,2000,OWN,debt_consolidation,24,0
L61545,A,"$49,169",622.0,10+ years,0.279,0.425,11,31100,rent,Debt Consolidation,30,0
L64473,A,"$47,009",644.0,< 1 year,0.228,0.141,11,1000,MORTGAGE,debt consolidation,43,1
L62651,B,"$71,578",621.0,10 years,0.414,0.64,10,18400,mortgage,credit_card,39,1
L60905,A,"$25,068",723.0,10+ years,0.239,0.386,8,22100,mortgage,medical,46,0
L61897,A,"$87,909",584.0,6 years,0.059,0.36,8,22500,RENT,credit_card,52,0
L63703,A,"$86,162",703.0,4 years,0.173,0.438,8,16900,MORTGAGE,home_improvement,57,0
L60544,A,"$30,864",709.0,6 years,0.323,0.438,6,16100,MORTGAGE,medical,47,0
L61913,B,"$54,567",698.0,9 years,0.27,0.378,7,16800,MORTGAGE,other,42,0
L60506,B,"$84,917",749.0,2 years,0.144,0.694,11,33800,MORTGAGE,home_improvement,45,0
L65077,B,"$30,222",758.0,5 years,0.359,0.776,7,19900,RENT,home_improvement,18,1
L63881,A,"$36,135",728.0,2 years,0.463,0.313,7,9900,MORTGAGE,major_purchase,47,1
L64572,B,"$84,761",611.0,3 years,0.192,0.519,9,30100,OWN,debt_consolidation,20,0
L61907,B,"$90,549",783.0,3 years,0.257,0.447,5,1700,MORTGAGE,debt_consolidation,27,0
L64287,B,"$43,149",681.0,6 years,0.294,0.497,13,21200,OWN,credit_card,51,0
L61652,A,"$41,116",701.0,10+ years,0.171,0.559,14,9000,MORTGAGE,credit_card,54,1
L62105,A,"$76,168",828.0,7 years,0.178,0.26,8,20100,MORTGAGE,debt_consolidation,47,0
L60672,A,"$88,179",808.0,6 years,0.232,0.702,8,17700,Own,debt_consolidation,25,0
L63037,A,"$35,980",706.0,4 years,0.425,0.432,7,16400,MORTGAGE,other,34,1
L61682,A,"$53,274",711.0,5 years,0.347,0.686,11,20900,mortgage,credit_card,38,0
L61860,A,"$67,619",662.0,3 years,0.191,0.665,8,20800,OWN,Credit Card,32,0
L62701,B,"$80,185",679.0,10+ years,0.307,0.109,8,17400,RENT,credit_card,41,0
L62704,A,"$25,406",665.0,5 years,0.374,0.799,8,11300,Own,major_purchase,36,1
L60867,A,"$67,721",655.0,5 years,0.103,0.551,13,1000,RENT,credit_card,35,0
L60348,B,"$64,164",693.0,6 years,0.199,0.551,10,29100,RENT,credit_card,47,0
L60847,A,"$84,247",737.0,9 years,0.464,0.576,16,17800,Mortgage,major_purchase,37,0
L60138,B,"$54,569",676.0,< 1 year,0.094,0.335,5,18800,RENT,debt_consolidation,46,0
L60325,B,"$37,102",713.0,2 years,0.639,0.386,10,22400,RENT,debt_consolidation,53,1
L60053,B,"$40,763",677.0,2 years,0.19,0.877,7,20200,own,debt_consolidation,43,1
L64698,B,"$31,314",609.0,5 years,0.307,0.731,15,27000,RENT,debt_consolidation,55,0
L62686,B,"$40,438",691.0,10+ years,0.454,0.638,6,14200,rent,debt_consolidation,62,1
L62375,A,"$143,954",707.0,10+ years,0.18,0.824,10,9000,OWN,Debt Consolidation,71,0
L61433,A,"$36,502",693.0,5 years,0.21,0.316,7,14600,Mortgage,debt_consolidation,48,0
L62147,B,"$47,799",680.0,6 years,0.337,0.301,6,8100,Rent,credit_card,61,0
L62376,A,"$43,208",683.0,7 years,0.272,0.728,7,20300,MORTGAGE,debt_consolidation,23,0
L62393,A,"$61,889",497.0,10+ years,0.385,0.624,11,26100,MORTGAGE,debt_consolidation,19,0
L61538,B,"$68,881",648.0,2 years,0.419,0.49,8,16800,RENT,medical,48,1
L60999,A,"$55,044",698.0,10+ years,0.383,0.913,10,12900,MORTGAGE,debt_consolidation,61,1
L60314,B,"$72,932",687.0,< 1 year,0.348,0.398,8,23400,RENT,other,36,1
L61163,A,"$62,863",743.0,9 years,0.011,0.46,7,15500,rent,home_improvement,34,0
L65178,A,"$37,532",682.0,2 years,0.199,0.378,8,12000,MORTGAGE,Debt Consolidation,47,0
L63332,B,"$39,573",661.0,10+ years,0.313,0.661,5,13100,MORTGAGE,debt_consolidation,50,0
L63447,B,"$96,638",701.0,9 years,0.465,0.518,12,15600,MORTGAGE,medical,58,0
L64887,A,"$61,003",594.0,< 1 year,0.302,0.671,10,10100,RENT,debt_consolidation,41,0
L64634,A,"$19,304",672.0,3 years,0.236,0.576,7,28100,rent,medical,43,1
L62980,A,"$41,681",673.0,9 years,0.376,0.402,11,16100,MORTGAGE,credit_card,38,1
L61579,B,"$22,833",535.0,10+ years,0.36,0.327,12,10500,mortgage,debt_consolidation,54,0
L64827,A,"$75,471",666.0,3 years,0.344,0.0,8,17800,OWN,Medical,43,0
L62886,A,"$58,940",813.0,10+ years,0.127,0.0,7,26000,OWN,other,35,0
L60182,B,"$35,376",627.0,< 1 year,0.458,0.585,9,13200,OWN,Home Improvement,52,1
L62422,A,"$82,552",645.0,5 years,0.234,0.267,4,10700,RENT,credit_card,32,0
L64350,B,"$54,982",691.0,7 years,0.239,0.397,13,9700,rent,credit_card,46,0
L64586,A,"$39,610",744.0,5 years,0.169,0.534,9,1000,Rent,debt_consolidation,33,0
L60941,B,"$24,629",648.0,4 years,0.298,0.278,8,22400,MORTGAGE,credit_card,25,1
L64268,B,"$107,184",737.0,4 years,0.224,0.33,11,6800,OWN,credit_card,46,0
L62421,B,"$70,244",651.0,7 years,0.378,0.293,5,11400,OWN,Debt Consolidation,39,0
L63641,B,"$31,760",743.0,10+ years,0.26,0.584,6,10100,rent,debt_consolidation,50,0
L62535,A,"$42,434",668.0,6 years,0.221,0.479,7,2700,RENT,credit_card,60,0
