employee_id,age,tenure_years,monthly_salary,satisfaction,work_life_balance,overtime,num_promotions,years_since_promotion,commute_km,job_role,exit_process_started,attrition
E72473,29,13.6,7725,3.0,4,No,4,1.4,27,Sales,0,0
E70741,25,1.2,5698,1.0,4,No,3,2.1,20,Sales,0,0
E73388,38,3.5,5652,4.0,3,No,3,1.5,15,Sales,0,0
E73573,35,19.2,8232,5.0,1,Yes,5,4.0,16,Management,0,0
E71334,32,12.4,5076,2.0,3,No,1,3.1,16,Sales,0,0
E70589,21,2.8,8045,2.0,1,Yes,0,1.3,11,Operations,0,0
E72285,42,9.1,4763,1.0,4,No,3,2.7,18,Support,0,0
E71904,36,16.9,5873,5.0,4,No,2,0.5,14,Operations,0,0
E71450,31,0.2,6772,3.0,4,Yes,1,2.3,5,Support,0,0
E71173,45,1.6,4375,2.0,3,Yes,1,1.4,34,Engineering,0,0
E70605,51,8.0,6634,1.0,1,No,0,3.9,21,Support,0,0
E73854,37,2.6,6672,1.0,3,No,3,7.1,9,Management,0,0
E70175,35,0.7,6386,2.0,1,No,1,9.8,10,Engineering,1,1
E71213,26,2.5,4032,4.0,3,No,0,9.2,4,Support,0,0
E71783,35,2.6,2800,2.0,2,No,0,4.1,26,Operations,0,0
E71480,44,10.8,3881,2.0,4,No,1,5.6,37,Sales,0,0
E73119,47,5.0,6349,5.0,4,Yes,2,4.7,9,Engineering,0,0
E70412,43,6.0,9094,3.0,3,No,2,3.8,29,Operations,1,1
E71390,24,6.7,8843,4.0,2,No,1,2.4,17,Management,0,0
E71341,31,9.1,4430,3.0,4,No,1,0.5,26,Sales,0,0
E72077,49,6.8,7751,5.0,3,No,2,4.6,26,Sales,0,0
E73299,33,8.3,6575,4.0,4,No,3,2.4,11,Engineering,0,0
E72200,34,6.3,3426,5.0,4,No,2,8.0,24,Support,0,0
E73777,38,6.3,5279,1.0,3,No,1,2.6,12,Operations,1,1
E73825,34,4.6,4217,5.0,3,Yes,2,1.3,36,Operations,1,1
E73265,37,4.7,9282,1.0,3,No,2,0.8,23,Sales,1,1
E72907,47,6.9,8203,1.0,1,No,0,3.0,3,Operations,0,0
E73693,46,9.2,7358,4.0,4,No,1,6.4,10,Support,1,1
E70348,31,2.5,4878,2.0,4,No,1,2.9,18,Support,0,0
E73363,27,3.0,4164,5.0,4,No,3,3.8,6,Support,0,0
E73096,35,2.0,8762,1.0,3,No,3,5.2,14,Engineering,0,0
E70883,54,7.7,6862,2.0,1,Yes,4,5.7,24,Operations,1,1
E73798,39,1.5,2500,5.0,1,No,1,2.7,13,Sales,0,0
E73867,40,3.1,8757,4.0,2,No,4,5.6,36,Operations,0,0
E72322,52,3.1,8135,5.0,4,No,0,3.1,6,Sales,0,0
E70264,39,2.2,8605,2.0,1,No,1,10.5,14,Operations,0,0
E72339,52,7.9,6903,3.0,4,Yes,2,3.1,8,Operations,0,0
E73724,54,3.5,7744,2.0,3,No,0,2.0,2,Sales,0,0
E71623,23,8.0,5520,1.0,2,No,1,6.6,13,Operations,1,1
E73461,29,2.6,8959,4.0,1,No,3,4.0,34,Operations,0,0
E71178,45,3.0,8244,4.0,4,No,1,3.9,12,Support,0,0
E72097,36,0.1,4837,4.0,1,No,3,6.5,14,Support,1,1
E72070,25,3.1,3889,5.0,1,No,3,3.2,16,Engineering,0,0
E71562,43,3.1,6890,1.0,1,No,0,0.4,10,Sales,0,0
E73561,50,6.6,2500,3.0,4,No,3,4.7,39,Operations,0,0
E70881,34,1.1,5678,4.0,3,No,0,2.9,22,Support,0,0
E72386,24,2.0,4687,4.0,4,No,2,9.9,6,Engineering,1,1
E71430,43,3.1,7342,1.0,1,No,1,2.0,8,Management,0,0
E71282,38,2.1,3345,2.0,1,No,1,3.9,17,Operations,0,0
E72275,35,5.7,9141,5.0,4,No,1,1.4,60,Operations,0,0
E72033,39,10.6,8915,5.0,3,No,1,7.8,19,Engineering,0,0
E73926,35,7.4,2500,1.0,4,Yes,0,5.2,15,Support,0,0
E72155,28,3.3,6187,3.0,1,No,0,4.5,3,Support,1,1
E71388,41,1.9,4030,5.0,4,No,1,6.9,9,Operations,0,0
E71680,41,4.9,2500,2.0,1,No,2,3.0,22,Support,0,0
E72905,29,1.1,2500,2.0,2,No,3,2.5,4,Operations,0,0
E72640,29,4.6,10223,4.0,1,No,1,4.8,7,Operations,1,1
E73999,30,2.5,9239,5.0,2,Yes,3,0.6,12,Engineering,0,0
E71548,30,3.4,8651,2.0,1,No,3,0.3,41,Support,1,1
E72078,36,4.8,6228,1.0,3,No,1,3.4,16,Engineering,0,0
E70010,21,6.0,6495,2.0,2,Yes,0,2.7,5,Management,1,1
E71628,34,3.0,6407,5.0,4,No,0,0.9,12,Engineering,0,0
E70438,43,4.4,5847,3.0,2,Yes,1,3.4,21,Engineering,0,0
E71366,54,6.1,8373,4.0,2,No,0,3.5,4,Engineering,0,0
E70971,35,3.4,5863,4.0,2,No,0,2.2,24,Engineering,0,0
E70710,37,0.7,8620,4.0,3,Yes,3,6.7,4,Support,0,0
E73157,43,4.1,7983,5.0,1,No,2,1.4,30,Sales,0,0
E71482,33,4.1,2645,4.0,3,Yes,0,1.6,20,Engineering,0,0
E73160,26,0.5,3221,4.0,1,No,2,1.1,7,Sales,0,0
E70669,37,4.6,5936,5.0,3,Yes,0,2.8,11,Sales,0,0
E72914,56,13.3,6208,1.0,4,No,1,1.4,5,Sales,0,0
E71192,32,8.0,9673,3.0,4,No,2,3.2,14,Support,0,0
E72893,43,2.2,4922,2.0,1,No,3,1.6,5,Engineering,0,0
E70125,37,2.6,5609,5.0,3,No,0,3.2,21,Engineering,0,0
E72305,35,14.5,8601,2.0,3,No,1,0.9,24,Support,0,0
E73569,45,1.0,6439,5.0,4,No,2,3.9,12,Operations,0,0
E71926,29,1.5,5675,2.0,4,No,0,0.5,33,Support,0,0
E71337,33,11.7,9176,1.0,4,No,2,3.5,11,Support,0,0
E72011,57,12.1,2500,4.0,2,No,0,3.6,20,Operations,0,0
E73076,51,6.0,12293,3.0,3,No,0,5.1,13,Sales,0,0
E71059,36,4.2,5986,1.0,3,Yes,2,1.4,40,Sales,0,0
E70198,48,2.4,7384,3.0,3,No,0,5.5,12,Engineering,0,1
E70628,41,5.9,5709,4.0,2,No,0,4.5,31,Engineering,0,0
E70409,29,2.2,6942,2.0,1,No,1,2.6,1,Sales,1,1
E73655,25,2.0,7526,1.0,2,No,0,8.8,7,Engineering,0,0
E71740,21,3.5,7123,5.0,3,No,1,5.5,28,Support,0,0
E73264,41,1.8,10566,4.0,4,Yes,1,4.2,8,Engineering,0,0
E71198,34,2.5,6620,4.0,1,No,2,2.3,9,Support,0,0
E73687,27,12.0,5859,3.0,3,Yes,0,1.9,16,Operations,0,0
E72636,22,6.4,5449,3.0,3,Yes,0,5.6,30,Management,0,0
E72887,34,5.3,6534,2.0,4,No,0,0.7,20,Engineering,0,0
E72687,39,4.2,3828,5.0,1,Yes,3,1.5,11,Management,0,0
E72679,41,7.0,5615,4.0,2,No,4,1.8,13,Engineering,0,0
E71201,48,7.4,8310,3.0,4,No,1,0.7,15,Operations,0,0
E71299,39,4.7,6548,3.0,3,No,1,1.1,24,Sales,0,0
E73694,39,6.0,4255,1.0,1,No,0,4.1,42,Sales,0,0
E72460,29,2.6,8677,1.0,3,No,0,2.2,6,Operations,0,0
E70013,41,1.0,8015,1.0,3,No,1,6.5,10,Support,1,1
E72531,39,8.3,6436,3.0,3,No,1,1.3,15,Management,1,1
E73948,33,4.4,6213,5.0,2,No,0,0.2,6,Support,0,0
E73106,32,4.5,9478,5.0,1,No,1,1.7,17,Support,0,0
E72523,51,1.8,5638,4.0,3,Yes,1,4.7,2,Engineering,1,1
E73507,45,1.3,5799,4.0,2,No,0,4.2,20,Engineering,1,1
E70656,34,2.4,8294,2.0,1,No,0,3.2,15,Engineering,0,0
E70536,28,2.9,8225,2.0,4,No,2,5.1,8,Sales,0,0
E70967,34,2.3,4891,3.0,4,No,1,3.1,6,Operations,0,0
E73464,49,2.9,9149,1.0,2,Yes,0,2.7,3,Operations,0,0
E71665,40,8.1,7751,4.0,2,Yes,1,5.3,90,Support,1,1
E72650,26,0.8,4121,4.0,3,No,2,1.2,12,Engineering,0,0
E71662,31,10.3,6753,1.0,1,No,2,4.6,19,Sales,1,1
E73198,57,12.3,3280,2.0,3,No,2,2.7,33,Engineering,0,0
E72211,29,12.5,5335,2.0,2,No,2,4.3,54,Engineering,1,1
E71135,39,3.1,8640,2.0,2,Yes,1,4.0,11,Operations,0,0
E71593,51,7.6,4587,2.0,4,No,2,2.6,41,Engineering,0,0
E71458,41,6.0,6322,2.0,4,No,1,0.6,48,Engineering,1,0
E70482,38,3.0,7551,5.0,4,No,0,1.2,8,Sales,0,0
E71244,56,2.8,2560,4.0,2,No,1,0.8,15,Sales,0,0
E73262,33,1.6,8140,4.0,3,No,2,1.3,10,Sales,0,0
E72178,21,9.5,5917,5.0,4,No,4,1.0,24,Operations,0,0
E73785,51,5.8,10292,3.0,3,No,0,4.7,28,Operations,0,0
E73111,40,7.9,5790,4.0,1,No,5,2.9,15,Management,0,0
E73716,27,11.0,7092,1.0,1,No,1,5.3,42,Sales,0,0
E70693,22,7.4,2500,4.0,2,No,2,1.5,10,Management,0,0
E73482,36,5.5,3933,5.0,2,Yes,0,4.8,16,Engineering,0,0
E72073,39,3.2,5760,2.0,4,Yes,1,7.0,13,Support,0,0
E72120,30,2.3,7217,1.0,3,No,2,5.3,31,Management,1,1
E72562,33,2.5,4792,1.0,2,No,2,5.6,25,Sales,1,1
E73260,38,4.9,3653,1.0,3,No,1,1.4,18,Sales,1,1
E71539,30,2.6,7507,4.0,1,No,0,10.2,10,Management,0,0
E71578,27,2.0,5789,1.0,3,No,3,2.3,22,Operations,1,1
E72060,30,4.8,3841,4.0,2,No,0,3.3,11,Support,0,0
E71471,28,11.9,8121,2.0,2,No,0,2.7,11,Support,0,0
E73632,22,1.2,10118,3.0,2,No,3,6.4,45,Engineering,0,0
E73276,58,3.6,6190,1.0,1,Yes,0,0.8,8,Support,0,0
E72984,43,1.9,4470,2.0,4,No,0,3.0,21,Management,0,0
E72256,31,17.8,4355,2.0,3,No,1,2.4,6,Operations,0,0
E72351,34,0.9,4512,1.0,1,No,2,3.2,8,Sales,0,0
E71600,27,5.1,5766,1.0,2,Yes,3,2.2,23,Engineering,0,0
E72668,49,4.8,7358,3.0,3,No,1,3.9,26,Sales,0,0
E73652,35,1.3,5148,4.0,1,Yes,2,4.6,13,Support,0,0
E73828,39,7.5,7463,1.0,4,No,3,9.3,4,Sales,0,0
E72613,31,5.5,8046,3.0,1,No,3,1.4,29,Sales,1,1
E71533,35,2.2,8107,2.0,2,No,0,2.8,27,Engineering,0,0
E72741,48,6.0,6854,4.0,3,No,1,6.2,11,Engineering,0,0
E73063,46,1.3,8533,3.0,1,No,1,1.3,10,Sales,0,0
E71906,21,2.7,5520,1.0,1,No,2,4.5,9,Engineering,1,1
E72388,21,3.0,3033,2.0,1,Yes,2,1.7,40,Operations,0,0
E70811,36,6.2,5358,5.0,2,Yes,5,4.7,19,Engineering,0,0
E71370,38,9.9,7314,5.0,2,Yes,0,5.5,9,Operations,0,0
E73902,34,4.3,10491,1.0,3,No,3,3.2,18,Engineering,0,0
E70153,38,3.7,7476,4.0,2,No,2,3.9,18,Engineering,0,0
E71328,27,2.7,7417,1.0,2,Yes,2,1.8,4,Management,1,1
E73781,39,1.1,7742,3.0,3,No,1,1.1,5,Management,0,0
E72859,36,3.7,3173,3.0,3,Yes,1,1.9,15,Operations,1,1
E70042,23,5.8,8310,1.0,1,No,2,1.7,39,Operations,0,0
E71240,37,18.9,9179,5.0,4,No,2,1.9,27,Engineering,0,0
E71418,39,6.8,6439,2.0,3,Yes,0,0.7,13,Engineering,1,1
E70878,31,4.4,8191,3.0,1,No,1,0.7,21,Support,0,0
E73434,44,7.2,4300,4.0,2,No,2,2.3,11,Support,0,0
E71949,38,12.7,4256,2.0,1,No,0,3.7,1,Engineering,1,1
E73424,37,1.5,4172,3.0,2,No,1,6.9,17,Engineering,0,0
E72781,44,3.0,2756,3.0,4,Yes,1,4.1,4,Operations,0,0
E71483,32,5.0,5090,2.0,3,No,1,1.9,36,Support,0,0
E72471,40,3.6,6478,3.0,1,No,3,3.1,12,Management,0,0
E70359,42,2.8,7054,1.0,2,No,3,2.3,4,Sales,0,0
E70055,37,8.1,7721,3.0,2,No,1,4.6,7,Engineering,0,0
E70879,40,3.0,6339,2.0,1,No,2,2.7,4,Management,0,0
E71318,31,2.1,5002,2.0,1,No,2,2.1,26,Management,0,0
E72633,23,12.7,2780,1.0,4,No,2,0.7,23,Support,1,1
E70026,41,1.4,4214,4.0,2,No,1,3.7,13,Engineering,0,0
E70680,28,1.1,5441,4.0,2,No,0,0.6,21,Sales,1,1
E71238,42,6.1,4792,2.0,3,No,1,0.3,15,Engineering,0,0
E71513,29,1.2,5096,2.0,1,Yes,0,1.3,23,Support,1,1
E70135,32,3.5,2500,,4,No,0,2.5,13,Operations,0,0
E71534,32,2.9,5878,4.0,2,No,2,4.9,27,Engineering,0,0
E72258,33,4.2,6270,5.0,4,No,0,3.2,23,Sales,0,0
E72828,40,3.1,4876,2.0,4,Yes,1,2.3,13,Sales,0,0
E71377,22,2.9,6380,2.0,4,No,3,2.0,22,Sales,0,0
E73707,31,3.5,8085,2.0,3,No,2,0.8,21,Management,0,0
E72103,40,5.5,9446,2.0,2,Yes,0,5.2,13,Sales,0,0
E72511,36,3.3,4669,5.0,3,No,0,4.8,24,Operations,0,0
E71000,53,9.9,5168,5.0,2,No,2,9.6,17,Engineering,0,0
E71862,43,1.7,8507,1.0,2,No,2,2.3,10,Sales,0,0
E72264,50,3.3,5420,4.0,1,No,1,5.1,38,Support,1,0
E73231,23,1.3,6742,5.0,3,Yes,2,2.1,8,Sales,1,1
E71064,24,7.2,7275,3.0,2,No,5,1.3,27,Support,0,0
E70396,42,1.4,6244,4.0,4,Yes,1,2.3,25,Engineering,0,0
E73906,24,4.6,4489,5.0,4,Yes,1,6.3,12,Engineering,0,0
E70053,50,4.2,5900,,2,No,3,2.0,14,Support,0,0
E72293,55,1.7,9989,1.0,3,No,1,10.1,10,Operations,0,0
E73774,32,3.9,7701,4.0,1,No,1,2.0,9,Sales,1,1
E72941,42,2.0,4871,2.0,1,No,1,9.8,18,Management,1,1
E72652,44,1.9,8391,5.0,2,No,1,4.7,13,Sales,0,0
E70178,56,2.4,6512,2.0,3,No,2,8.3,18,Sales,1,0
E73248,44,9.6,8856,5.0,2,No,0,2.5,16,Engineering,0,0
E72788,45,6.6,7006,1.0,1,No,2,1.1,5,Operations,0,0
E70507,36,6.5,5202,1.0,3,No,1,3.9,11,Sales,0,0
E73212,29,4.1,9146,1.0,4,Yes,3,4.6,47,Sales,0,0
E70300,55,3.2,6049,4.0,3,No,2,3.0,18,Engineering,0,0
E71552,34,2.8,2500,5.0,2,Yes,1,4.5,13,Management,0,0
E71663,39,4.3,6846,4.0,2,Yes,0,1.1,17,Sales,1,1
E73524,27,3.3,2500,4.0,1,No,1,2.4,10,Engineering,0,0
E71001,29,7.5,9573,4.0,4,No,2,4.4,25,Sales,0,0
E73261,27,1.5,6182,1.0,2,Yes,3,2.1,21,Management,1,1
E70078,58,14.8,4447,1.0,3,Yes,0,2.7,11,Support,1,1
E70995,31,1.1,3973,1.0,3,Yes,2,1.2,13,Support,1,1
E73400,22,4.7,7788,5.0,1,No,1,2.2,14,Support,1,1
E70726,37,2.1,6694,2.0,4,No,1,1.0,12,Support,0,0
E70228,35,3.3,6251,5.0,3,No,2,1.6,6,Management,0,0
E70818,42,0.9,6660,2.0,1,No,2,4.8,4,Sales,0,0
E71397,25,2.2,8391,1.0,3,No,0,1.0,4,Operations,1,1
E70988,39,2.2,2500,5.0,1,No,2,0.9,23,Sales,0,0
E73431,42,6.7,3197,2.0,3,No,1,0.3,29,Engineering,0,0
E70029,46,3.2,5169,2.0,3,Yes,2,5.5,9,Engineering,1,1
E71657,22,3.4,5382,1.0,4,No,0,1.5,28,Engineering,0,0
E70561,54,1.5,4958,1.0,3,No,0,6.3,18,Engineering,0,0
E70225,52,4.5,6436,2.0,2,No,2,1.2,8,Engineering,0,0
E70005,33,6.3,3401,3.0,2,No,1,0.8,17,Engineering,0,0
E71227,37,2.9,6773,4.0,4,No,1,0.7,12,Engineering,0,0
E70444,38,6.1,6773,2.0,2,Yes,1,3.7,12,Management,0,0
E70032,42,3.4,2500,2.0,3,Yes,0,9.0,7,Engineering,1,1
E73010,23,5.0,9196,1.0,4,Yes,1,2.2,47,Sales,0,0
E70965,32,17.3,7819,5.0,4,No,0,4.4,2,Support,0,0
E71681,48,2.3,5469,2.0,4,No,1,1.7,39,Engineering,0,0
E70893,26,1.0,7686,5.0,1,Yes,3,2.1,24,Support,0,0
E70668,44,4.2,6215,3.0,1,No,1,2.3,8,Sales,1,1
E72943,33,5.8,5594,2.0,2,No,4,0.4,4,Sales,0,0
E72210,61,7.5,5966,4.0,2,No,1,2.9,33,Support,0,0
E73006,49,3.2,2500,2.0,3,No,3,5.3,16,Sales,1,1
E71358,24,5.3,5766,5.0,3,No,2,3.1,17,Operations,0,0
E71406,48,15.0,2500,5.0,3,Yes,0,1.0,15,Support,0,0
E73417,33,9.8,5247,5.0,3,Yes,2,1.0,85,Engineering,0,0
E71396,31,9.6,3415,1.0,1,No,2,1.7,17,Operations,0,0
E70151,21,2.8,6022,1.0,4,No,1,3.4,16,Operations,0,0
E73007,36,0.6,8566,1.0,2,No,1,4.7,10,Operations,0,0
E73568,28,5.8,6464,2.0,4,No,3,4.1,9,Engineering,0,0
E70222,24,6.0,7885,1.0,2,No,1,9.7,12,Engineering,0,0
E73075,44,5.2,5804,2.0,1,No,2,2.4,32,Operations,0,0
E73324,40,5.8,3447,5.0,4,No,0,1.4,12,Support,0,0
E70702,22,4.1,6240,2.0,4,No,1,2.8,19,Management,0,0
E71666,48,6.9,5931,2.0,1,Yes,2,1.3,9,Operations,0,0
E73564,31,14.9,9616,2.0,4,No,3,1.3,21,Management,0,0
E71444,44,6.2,4595,4.0,3,No,2,4.5,4,Engineering,0,0
E72950,32,13.6,4483,2.0,3,Yes,3,1.1,32,Support,0,0
E70854,34,10.0,9395,4.0,3,No,0,3.5,38,Support,0,0
E71832,28,3.9,6803,2.0,3,No,2,1.7,5,Engineering,1,1
E73113,46,2.3,2510,3.0,1,Yes,1,0.4,7,Sales,1,1
E72881,51,5.2,8763,5.0,1,No,0,3.7,23,Sales,1,1
E73294,56,1.2,2960,1.0,1,Yes,1,1.0,19,Operations,1,1
E71586,41,3.7,8858,4.0,1,No,0,0.8,13,Operations,0,0
E73389,42,2.0,2500,3.0,4,Yes,2,1.9,14,Sales,0,0
E71525,33,3.2,12457,1.0,2,No,2,4.8,36,Support,1,1
E70113,46,2.7,6040,1.0,4,No,0,3.3,1,Engineering,0,0
E72096,28,1.2,6592,2.0,2,No,3,2.1,40,Operations,0,0
E72337,23,1.2,6454,1.0,2,No,1,2.8,21,Support,0,0
E71100,58,0.8,3790,4.0,1,No,1,3.7,25,Operations,1,1
E73069,30,4.7,3335,3.0,3,Yes,3,2.4,68,Sales,0,0
E70206,24,10.4,5480,2.0,4,No,0,5.7,10,Management,0,0
E73390,27,7.2,3144,2.0,2,No,2,2.2,41,Management,0,0
E71147,27,3.9,4160,4.0,3,Yes,1,2.6,3,Engineering,1,1
E73021,53,3.4,7621,4.0,4,No,2,1.0,16,Operations,0,0
E71821,36,8.7,4673,2.0,4,No,0,6.0,16,Engineering,0,0
E73136,45,8.1,6974,2.0,4,No,2,5.0,20,Support,0,0
E71410,36,2.3,6687,2.0,1,Yes,2,1.1,10,Engineering,1,1
E73297,40,3.2,5096,5.0,3,Yes,1,3.5,37,Engineering,0,0
E73238,42,6.4,6893,2.0,3,No,3,5.3,14,Management,0,0
E72680,41,6.6,8542,4.0,2,No,0,4.3,19,Sales,0,0
E72823,44,6.2,7080,1.0,1,Yes,0,0.4,17,Sales,0,0
E70889,38,0.8,4350,3.0,1,Yes,2,5.0,15,Sales,1,1
E73982,42,1.5,6451,4.0,3,Yes,1,3.3,3,Sales,0,0
E70899,41,6.2,4616,5.0,4,No,1,1.8,10,Engineering,0,0
E70832,51,9.5,6568,1.0,4,No,3,1.7,7,Management,0,0
E71245,28,3.1,11075,5.0,2,No,2,8.3,28,Operations,0,0
E72731,49,2.8,4282,1.0,4,No,4,6.0,24,Engineering,1,1
E73822,32,2.0,8617,5.0,4,No,2,1.2,14,Operations,0,0
E73333,39,14.4,6229,4.0,4,No,0,2.4,13,Engineering,0,0
E72665,31,3.0,5742,1.0,3,Yes,1,6.9,22,Support,1,1
E71241,46,5.5,6584,3.0,4,No,1,1.5,6,Sales,0,0
E71982,45,5.3,9926,1.0,3,No,1,1.9,20,Management,1,1
E72733,47,2.5,6632,5.0,2,No,2,0.7,15,Support,0,0
E70869,29,3.5,11237,3.0,1,No,2,1.3,8,Support,0,0
E71659,36,6.4,3821,3.0,1,No,3,0.4,19,Support,1,1
E73233,39,4.9,9652,3.0,1,No,1,2.6,7,Sales,0,0
E70673,31,5.0,7439,2.0,4,No,0,7.5,9,Engineering,0,0
E72797,40,7.1,4263,4.0,2,No,2,5.7,22,Engineering,0,0
E73050,28,6.4,8173,3.0,3,No,0,5.2,19,Sales,0,0
E73401,40,6.7,9308,2.0,4,No,2,3.5,15,Sales,0,0
E72456,24,9.3,5116,4.0,2,No,2,7.6,23,Sales,0,0
E72677,32,2.7,6485,4.0,2,No,0,5.9,15,Support,1,1
E71374,31,4.2,6025,5.0,4,No,1,1.1,4,Engineering,0,0
E71676,44,2.2,5745,2.0,4,No,0,6.3,11,Support,0,0
E73078,49,4.2,4840,3.0,2,No,0,10.0,17,Operations,1,1
E73479,45,2.4,4193,2.0,2,No,1,3.2,21,Sales,0,0
E72694,25,9.9,5431,3.0,2,Yes,2,3.7,20,Support,0,0
E70139,42,12.2,9080,1.0,3,Yes,0,1.9,14,Engineering,0,0
E70489,43,1.8,5685,5.0,2,No,1,5.3,15,Management,0,0
E70913,35,4.0,2500,4.0,1,No,5,4.3,11,Management,0,0
E71615,34,3.0,4589,3.0,4,No,0,2.8,27,Sales,0,0
E71671,40,6.2,4567,2.0,3,No,0,3.7,1,Sales,0,0
E72213,41,3.3,8136,2.0,4,No,3,2.6,33,Operations,0,0
E71898,33,4.6,8524,5.0,1,No,0,6.3,9,Operations,1,0
E73427,45,4.2,2500,3.0,4,No,3,1.7,35,Management,0,0
E70812,35,15.9,7015,5.0,2,No,2,4.7,19,Operations,0,0
E70214,35,9.0,7403,4.0,2,No,1,0.4,12,Management,0,0
E71943,35,5.0,8211,2.0,2,No,3,9.6,4,Management,1,1
E73415,33,6.9,5891,1.0,3,No,3,7.3,7,Engineering,0,0
E72179,48,1.4,6476,3.0,3,Yes,0,1.5,9,Support,0,0
E70314,24,4.1,7977,4.0,3,No,2,6.8,26,Sales,0,0
E72186,29,3.9,9250,5.0,4,Yes,2,5.7,9,Sales,0,0
E73570,23,1.7,3111,2.0,1,No,1,1.8,10,Sales,0,0
E70416,54,2.9,3953,4.0,3,No,1,1.9,9,Engineering,0,0
E71029,37,2.1,8406,1.0,4,Yes,3,2.7,22,Operations,1,1
E72086,34,18.6,9028,3.0,1,No,1,4.3,7,Sales,0,0
E73321,47,4.0,10250,5.0,4,Yes,3,1.2,12,Sales,0,0
E72101,25,4.2,2967,1.0,4,Yes,0,5.0,6,Management,0,0
E72754,25,10.0,6487,4.0,3,No,0,2.1,6,Engineering,0,0
E70136,32,6.3,8594,4.0,1,No,1,0.9,15,Support,0,0
E70746,49,1.5,4877,3.0,2,Yes,3,3.1,10,Sales,0,0
E71474,50,4.7,4224,1.0,1,No,0,3.7,1,Sales,1,1
E71122,31,0.7,5567,1.0,4,Yes,1,2.4,18,Engineering,0,1
E70793,51,8.0,7196,4.0,3,No,0,5.3,22,Support,0,0
E70035,54,4.1,3603,,3,Yes,3,0.7,31,Operations,0,0
E70025,34,1.8,4187,2.0,3,No,1,3.6,36,Sales,1,1
E70657,28,1.2,2981,4.0,2,No,1,5.0,5,Sales,0,0
E71402,35,2.1,6392,3.0,1,No,1,8.7,26,Engineering,0,0
E70449,33,0.9,9727,1.0,1,No,2,4.2,19,Sales,1,1
E72626,55,2.4,6789,5.0,4,No,1,1.5,3,Operations,0,0
E73296,44,3.0,10213,1.0,4,No,3,3.2,23,Sales,0,1
E73124,42,3.2,6497,4.0,3,Yes,1,3.5,15,Operations,0,0
E71401,25,11.1,5337,4.0,1,No,2,7.8,26,Management,0,0
E73282,36,9.7,9223,4.0,1,Yes,0,7.9,28,Engineering,1,1
E71258,43,8.0,10316,5.0,3,No,0,1.3,12,Engineering,0,0
E72350,27,3.8,4460,4.0,3,No,1,1.3,4,Sales,0,0
E70751,45,4.8,2500,2.0,1,Yes,0,3.3,14,Operations,1,1
E71270,33,7.1,7602,1.0,1,No,3,4.8,26,Operations,0,0
E73958,48,7.4,9433,2.0,1,No,1,1.0,5,Engineering,0,0
E71449,50,9.5,3681,1.0,4,No,1,5.4,15,Support,0,0
E72421,50,3.5,3119,3.0,2,Yes,3,3.3,7,Sales,0,0
E71052,38,10.8,4999,1.0,4,No,0,2.0,12,Engineering,0,0
E72581,31,8.5,5345,4.0,1,No,3,1.0,19,Operations,0,0
E72825,40,3.8,2573,3.0,3,No,4,7.4,8,Management,0,0
E72437,44,2.3,9475,2.0,1,No,1,2.7,13,Engineering,1,1
E70244,27,5.3,6663,4.0,1,No,2,4.4,28,Support,0,0
E72151,29,6.7,6750,4.0,2,No,0,2.1,18,Engineering,0,0
E70276,48,7.6,8923,2.0,1,Yes,3,7.4,23,Sales,0,0
E72441,33,0.8,7677,5.0,1,No,0,7.5,21,Engineering,0,0
E72158,53,3.1,7994,3.0,3,No,0,1.1,8,Engineering,0,0
E70588,21,2.4,3405,5.0,4,No,1,4.2,9,Support,0,0
E72207,40,6.4,3555,5.0,4,No,0,3.2,4,Engineering,0,0
E70970,48,1.5,8940,3.0,2,No,0,5.8,25,Engineering,0,0
E72795,42,1.2,7208,1.0,4,Yes,2,2.6,13,Sales,0,0
E73535,47,15.9,4186,3.0,1,Yes,2,5.1,5,Operations,0,0
E71947,43,2.2,6758,5.0,4,No,3,3.5,5,Sales,1,0
E73645,41,1.7,6479,3.0,3,No,0,0.7,7,Management,0,0
E73184,33,11.4,7059,5.0,2,No,1,3.1,8,Sales,0,0
E72708,40,4.9,5524,5.0,3,No,1,1.6,14,Operations,0,0
E73512,48,3.4,6075,5.0,3,Yes,0,5.4,18,Operations,0,0
E72387,39,3.7,6706,4.0,2,No,2,2.4,36,Support,1,1
E72377,24,1.1,4985,5.0,3,No,0,1.7,18,Engineering,0,0
E73334,42,3.7,2500,3.0,4,No,2,5.9,25,Engineering,0,0
E71759,41,11.0,6079,3.0,3,No,0,1.5,8,Support,0,0
E72181,56,3.7,4991,5.0,2,No,3,1.7,18,Sales,0,0
E72685,34,1.0,7653,5.0,3,No,4,3.2,30,Operations,0,0
E71323,39,1.2,7053,2.0,4,No,1,2.1,11,Operations,0,0
E70167,26,3.7,2500,2.0,4,No,1,2.0,14,Sales,0,0
E72272,48,1.4,5691,2.0,1,Yes,1,3.3,19,Operations,0,0
E70927,49,6.3,7860,4.0,3,Yes,0,0.7,21,Engineering,0,0
E72908,31,11.7,3990,3.0,1,Yes,0,7.4,6,Operations,0,0
E73226,44,0.6,5841,1.0,3,Yes,1,4.4,12,Management,1,1
E73068,40,7.9,5024,3.0,4,No,2,0.9,11,Management,0,0
E73968,21,2.2,6506,3.0,2,Yes,0,3.4,5,Support,0,0
E70024,45,1.3,6648,2.0,1,No,2,2.1,13,Support,1,1
