transaction_id,amount,hour,txns_last_hour,merchant_category,foreign_transaction,card_present,account_age_days,distance_from_home_km,is_fraud
T102613,79.02,10,3,travel,0,0,163,6.9,0
T107919,198.86,14,1,travel,0,1,1180,17.7,0
T103135,18.44,20,1,restaurant,0,1,92,5.0,0
T106454,224.77,8,1,gas,0,1,2223,28.9,0
T104376,59.92,22,1,Gas,0,1,667,2.1,0
T100381,35.62,2,1,travel,0,1,2354,12.6,0
T100485,49.35,13,1,Restaurant,1,0,1115,73.9,1
T102571,51.42,22,2,grocery,0,0,198,7.3,0
T102328,46.79,9,0,grocery,0,0,1848,68.5,0
T105797,52.76,8,0,online,1,1,120,1.1,0
T108208,233.54,15,3,travel,1,1,1376,41.7,0
T105198,30.18,10,1,grocery,0,1,2014,25.4,0
T100596,29.07,5,1,travel,0,1,325,44.0,0
T101413,32.7,10,0,restaurant,0,0,1590,7.1,0
T105394,128.64,20,1,travel,1,0,1253,9.5,0
T105690,90.28,17,5,Grocery,0,0,744,13.1,0
T103684,22.06,15,1,grocery,0,0,1105,1.7,0
T104588,80.44,7,1,travel,0,1,851,1.3,0
T105891,26.75,7,1,online,0,0,728,35.7,0
T102626,73.26,7,0,Grocery,0,1,2327,4.1,0
T100579,143.6,14,1,grocery ,0,1,1886,15.2,0
T105898,37.93,4,1,grocery,0,1,801,144.4,0
T102655,9.9,10,0,grocery,0,1,1411,165.0,0
T104702,265.38,18,0,grocery,0,0,1565,4.2,0
T108058,32.97,16,0,restaurant,0,1,2033,18.1,0
T108226,211.67,6,0,electronics ,0,1,2226,191.9,0
T103777,16.86,19,2,Grocery,0,0,1347,23.6,0
T104738,142.66,3,2,electronics,0,0,1528,62.6,0
T108685,13.22,7,3,grocery ,0,0,2074,11.5,0
T104880,46.84,1,2,online,0,1,1779,15.4,0
T103794,60.91,5,0,Online,0,0,47,34.2,0
T102468,16.33,21,0,ONLINE,0,0,1079,3.9,0
T107681,18.89,5,2,grocery,0,0,1279,34.9,0
T101829,42.97,3,0,online,0,1,2327,1.3,0
T100786,98.22,9,3,Gas,0,1,964,148.2,0
T102721,200.55,0,1,travel,0,0,993,10.4,0
T102192,34.15,13,2,Electronics,0,0,1858,19.0,0
T102137,118.88,9,0,online,1,1,1209,114.0,0
T102568,22.91,2,2,gas,0,1,1937,8.4,0
T108420,84.75,19,1,restaurant,0,0,236,35.0,0
T101981,26.25,5,0,grocery,0,0,1252,10.8,0
T101436,107.82,20,0,online,0,0,2497,1.1,0
T106681,144.17,19,1,travel,0,1,2080,22.7,0
T101178,56.66,16,0,restaurant,0,1,950,1.5,0
T107676,43.44,22,0,gas,0,1,838,22.8,0
T108316,45.18,1,0,online,0,0,492,8.3,0
T105638,308.05,10,2,electronics,0,1,1260,1.2,0
T102968,36.54,15,1,Travel,0,1,2237,2.2,0
T108671,43.01,18,2,gas,0,1,1809,6.5,0
T104546,21.77,12,2,grocery,0,1,678,50.7,0
T103728,35.18,4,0,travel,0,1,743,7.2,1
T100930,12.57,15,0,gas,0,1,1377,2.0,0
T103885,69.49,11,1,electronics,0,1,923,1.4,0
T103845,24.8,18,0,online,0,0,1953,7.2,0
T107782,70.41,18,3,Grocery,0,0,499,1.7,0
T108760,58.37,23,5,grocery,0,0,595,14.1,1
T104490,83.21,15,2,restaurant,0,1,617,50.5,0
T100512,13.05,12,2,online,0,0,470,9.3,0
T108261,51.59,1,0,online,0,0,403,6.9,0
T100327,13.66,20,0,electronics ,0,1,200,548.9,0
T103903,39.08,5,0,grocery,0,0,2369,25.1,0
T101936,80.03,16,0,Restaurant,0,0,425,38.2,0
T105533,57.05,5,0,gas,0,1,386,6.9,0
T105468,40.95,23,0,gas,0,1,849,63.6,0
T100260,10.58,19,1,Gas,0,0,1688,22.9,0
T108747,97.67,6,2,Gas,0,0,2453,7.2,0
T101665,46.9,13,1,online,0,1,1874,17.0,0
T106009,59.33,14,0,online ,0,0,614,15.0,0
T102255,10.92,16,0,gas,0,0,1158,92.9,0
T107545,154.17,12,1,Restaurant,0,0,2395,6.7,0
T103792,25.58,0,0,restaurant,0,1,810,6.3,0
T100114,99.91,4,1,gas,0,1,576,91.2,0
T104184,110.49,17,0,online,0,1,1306,7.1,0
T108197,46.04,20,3,grocery,0,1,474,36.3,0
T107099,39.24,18,0,electronics,0,1,1328,4.5,0
T105277,7.56,21,2,online,0,0,1719,25.3,0
T108813,75.13,1,1,Online,1,0,2226,6.9,0
T101538,24.48,16,0,online ,0,0,50,34.5,0
T107076,35.7,10,0,electronics,1,1,1632,11.5,0
T103574,36.52,9,1,grocery,0,0,2359,9.8,0
T105044,65.02,2,0,gas,0,0,2109,6.8,0
T103926,135.41,16,0,grocery,0,0,2360,17.1,0
T107630,99.28,8,1,travel,0,1,123,5.0,0
T108694,18.54,4,1,travel,0,0,628,8.3,0
T101322,209.91,1,1,gas,1,0,410,9.8,1
T106883,85.76,7,2,online,0,1,1328,6.0,0
T103888,63.82,15,2,grocery,0,1,1335,31.9,0
T106822,79.45,6,2,restaurant,0,1,2197,22.1,0
T101508,225.15,3,3,gas,0,1,757,2.9,0
T102068,42.19,17,3,electronics,0,0,707,24.8,0
T104072,26.1,9,1,gas,0,0,247,12.0,0
T101864,54.77,1,2,electronics,0,0,1611,14.7,0
T100868,53.65,16,2,restaurant,0,0,1537,4.9,0
T108716,15.5,12,1,online,0,1,771,14.9,0
T102169,16.28,0,0,travel,0,0,1643,2.9,0
T104730,48.9,15,2,grocery,0,1,844,12.2,0
T102247,19.87,20,3,restaurant,0,1,2397,11.3,0
T100220,74.58,15,1,electronics,0,1,2130,37.1,0
T106847,29.34,3,0,restaurant,0,0,1188,2.3,0
T102999,40.49,8,1,electronics,0,1,257,21.2,0
T107758,36.58,17,1,Online,0,0,2258,44.7,0
T103920,253.19,14,4,online,0,0,501,2.4,0
T103212,125.88,19,2,restaurant,0,1,922,1.7,0
T106888,35.83,15,0,online,0,1,2477,12.0,0
T108370,101.15,7,0,travel,0,1,390,32.4,0
T108969,108.42,7,1,Restaurant,0,0,698,10.7,0
T100304,72.16,0,0,grocery,0,1,1171,17.4,0
T103097,12.3,13,2,restaurant,0,0,98,70.6,0
T106665,35.01,2,1,Electronics,0,1,243,5.1,0
T104095,20.49,19,0,ONLINE,0,1,2485,1.0,0
T101851,44.2,13,2,Restaurant,0,1,1876,62.9,0
T108680,69.23,14,3,restaurant,0,1,2495,1.5,0
T106808,102.43,16,1,Restaurant,0,1,395,15.7,0
T107365,24.68,18,1,grocery,0,1,482,13.0,0
T101096,352.45,21,1,restaurant,0,1,565,12.0,0
T107304,52.94,2,3,electronics,0,0,130,45.8,1
T100046,52.56,16,2,electronics,0,0,259,8.5,0
T103211,32.8,21,1,gas,0,1,665,13.4,0
T101145,9.19,8,3,electronics,0,1,803,309.5,0
T104708,30.69,22,0,grocery,0,1,1479,3.6,0
T107374,74.95,14,3,grocery,1,1,1537,2.2,0
T107010,70.05,7,1,grocery,0,0,1428,9.2,0
T102533,8.68,13,3,electronics,0,1,659,1.4,0
T103770,33.69,21,0,restaurant,0,1,1033,7.9,0
T100717,59.44,9,0,gas,0,1,456,12.0,0
T101494,59.42,9,2,restaurant,0,1,1333,4.6,0
T103110,47.04,16,0,online ,0,0,1535,5.5,0
T100595,43.22,5,1,grocery ,0,0,986,26.9,0
T100589,13.69,3,1,restaurant,0,1,1570,25.5,0
T100522,16.72,10,1,grocery,0,0,1808,23.0,0
T102750,41.61,10,0,electronics,0,1,1972,37.8,0
T101588,47.95,10,0,gas,0,1,588,15.1,0
T100707,16.14,19,1,restaurant,0,1,1429,5.8,0
T108639,34.25,13,3,restaurant,0,1,927,30.5,0
T104174,64.58,14,1,travel,0,1,2129,43.3,0
T103246,37.86,17,3,grocery,0,0,2301,6.8,0
T105996,62.43,1,1,grocery,0,0,1520,18.2,0
T101068,103.94,4,0,electronics,0,1,2487,23.0,0
T108679,59.18,7,0,ONLINE,0,1,2074,2.2,0
T107123,24.91,22,3,gas,0,0,1481,97.8,0
T101531,-14.77,10,1,grocery,0,1,2420,3.2,0
T102780,38.54,6,0,online,0,1,149,27.2,0
T103053,153.1,0,1,grocery ,0,1,120,21.6,0
T104644,16.51,0,0,online,0,1,176,84.0,1
T108204,38.51,8,3,grocery,0,0,2143,51.3,0
T103803,13.58,1,1,grocery,0,0,1021,49.3,0
T105313,234.11,6,0,ONLINE,0,1,814,65.7,0
T106648,122.2,5,1,grocery,0,1,796,6.5,0
T108663,111.91,8,2,Restaurant,0,0,330,21.1,0
T105970,17.97,11,0,grocery,0,1,2044,22.2,0
T107140,28.93,21,0,restaurant,0,0,1645,13.3,0
T104402,40.17,15,2,travel,0,0,1273,6.1,0
T105714,83.64,17,1,travel,0,0,1405,43.5,0
T108307,37.69,14,0,travel,0,0,254,1.7,0
T106006,41.52,22,1,gas,0,1,1604,,0
T100415,87.14,2,0,grocery,0,1,2459,26.0,0
T107149,31.14,13,0,gas,0,0,1028,15.9,0
T103752,66.68,20,1,Electronics,1,0,2069,8.5,0
T101683,47.42,13,1,gas,0,0,2005,20.2,0
T105689,33.78,14,2,Grocery,0,1,1324,14.1,0
T100430,89.38,9,2,Online,0,1,763,16.4,0
T102590,9.63,3,1,gas,0,0,678,15.4,0
T108144,17.64,18,4,grocery,0,1,201,46.6,0
T103022,19.69,4,1,restaurant,0,0,42,6.2,0
T102585,84.85,21,1,restaurant,0,1,2167,1.8,0
T103013,208.16,4,0,Grocery,0,0,800,35.6,0
T101957,36.44,9,2,grocery,0,1,708,1.2,0
T107406,53.51,18,3,restaurant,0,0,1745,4.4,0
T103981,31.65,18,0,Travel,0,0,1702,9.1,0
T105792,67.04,21,1,grocery,0,0,122,17.9,0
T103757,38.01,4,1,online ,0,1,88,8.0,0
T104286,24.59,19,0,electronics,0,1,1419,1.6,0
T103005,160.89,10,2,grocery,0,0,1620,26.5,0
T104848,22.06,11,0,Gas,0,0,1074,21.3,0
T102291,18.07,7,2,Grocery,0,0,963,7.3,0
T104232,146.66,7,2,grocery,1,0,407,16.3,0
T105773,42.62,5,0,ONLINE,0,1,497,12.4,0
T107226,14.85,23,0,gas,0,0,2141,4.9,0
T104622,39.96,9,2,online,1,1,391,54.8,1
T106152,26.56,2,4,online,0,0,36,3.2,1
T100354,104.68,1,1,online,0,0,306,9.4,0
T105160,41.59,8,0,gas,0,1,568,2.1,0
T105392,59.4,13,1,travel,0,0,1414,2.4,0
T101265,240.34,15,1,grocery,0,1,2188,16.4,0
T107753,43.42,18,2,electronics,0,0,2009,65.2,0
T102336,58.68,6,1,grocery,0,1,1714,196.2,0
T102941,197.84,14,2,online,1,0,332,1.0,1
T103570,101.43,11,0,online,0,0,1034,23.7,0
T105419,17.76,23,0,Gas,0,0,1166,25.3,0
T101475,53.26,15,0,electronics,0,0,1504,19.0,0
T101857,20.22,11,0,gas,0,0,1353,131.9,0
T108963,59.71,5,1,gas,0,1,1203,4.3,0
T108071,39.44,7,1,Gas,0,0,2203,6.1,0
T106258,33.63,3,0,gas,0,0,2147,36.9,0
T103660,59.99,1,0,gas,0,0,361,23.9,0
T100002,62.42,7,1,gas,0,1,1516,14.9,0
T102097,11.09,18,1,Gas,0,1,2304,3.0,0
T102615,338.61,10,1,electronics,0,0,1339,25.9,0
T101067,326.56,22,2,gas,0,1,668,10.6,0
T106543,41.22,22,1,restaurant,0,1,2166,8.5,0
T100180,19.69,2,1,Travel,0,1,613,68.4,0
T104242,47.98,18,1,grocery,0,1,1685,4.8,0
T104088,184.37,0,2,gas,0,1,645,11.2,0
T104725,34.15,9,2,gas,0,0,614,38.8,0
T106904,75.16,0,2,online,0,1,1353,66.3,0
T100401,55.95,2,1,restaurant,0,0,2294,52.2,0
T102354,11.47,1,3,Grocery,0,1,1649,8.6,0
T105200,22.51,0,0,restaurant,0,0,1336,8.9,0
T102907,218.81,1,1,grocery,0,0,1724,16.8,0
T106750,19.85,21,1,online,0,1,440,0.9,0
T101449,41.24,4,0,online,0,0,1815,49.2,0
T107949,32.05,7,1,electronics,0,0,142,10.3,0
T100172,54.96,11,0,gas,0,0,501,18.3,0
T105669,9.96,3,1,travel,0,1,2177,3.0,0
T104763,116.07,23,2,Travel,0,0,1772,6.5,0
T108172,14.15,4,2,Electronics,0,1,1660,89.4,0
T106371,115.72,11,0,online,0,0,1721,3.4,0
T105909,20.65,10,0,travel,0,0,1769,9.5,0
T108414,889.99,0,4,travel,0,0,1892,42.7,0
T103856,25.15,6,1,Travel,0,1,722,140.0,0
T102523,42.59,15,2,Gas,1,1,1202,127.4,0
T101916,63.31,14,0,restaurant,0,1,1841,14.2,0
T105009,95.29,15,0,grocery,0,0,397,10.7,0
T102535,30.89,23,2,Gas,0,1,549,3.6,0
T104590,13.26,11,3,grocery,0,0,177,25.6,0
T102690,44.47,19,1,gas,0,0,1189,11.0,0
T103299,70.13,5,1,gas,0,1,1155,5.3,0
T106719,165.02,2,1,restaurant,0,0,781,2.9,0
T102028,25.25,1,1,travel,0,0,1280,22.6,0
T100775,14.87,9,1,travel,0,0,601,116.7,0
T108079,71.93,16,1,restaurant,0,0,1995,13.5,0
T106992,98.15,14,0,online,0,0,2417,27.9,0
T101004,33.52,10,1,electronics,0,0,1007,63.7,0
T106347,26.15,15,2,online,0,1,949,4.6,0
T106046,28.38,12,0,online,0,0,406,,0
T100411,12.91,7,2,electronics,0,0,2442,2.9,0
T100258,46.11,19,3,restaurant,0,0,123,,1
T100900,235.3,8,2,Gas,0,0,1902,56.2,0
T105668,205.74,2,1,online,0,0,1102,7.8,0
T106093,27.91,20,0,Travel,0,0,405,7.1,0
T103836,30.3,8,2,grocery,0,0,1820,6.2,0
T105702,83.13,17,3,restaurant,0,1,558,0.8,0
T107704,75.08,22,1,online,0,1,55,29.8,0
T105760,30.81,15,0,restaurant,0,1,676,16.9,0
T104058,37.76,14,2,gas,0,0,1873,21.9,0
T105619,141.61,14,2,Travel,0,1,1314,9.8,0
T101415,36.36,22,3,grocery,0,0,2125,25.1,0
T108104,42.6,6,1,online,0,0,493,10.3,0
T100791,72.53,5,3,grocery,0,1,855,19.0,0
T100530,3.72,14,1,grocery,0,0,95,73.2,1
T100897,27.19,15,1,Gas,0,1,1776,3.9,0
T102354,11.47,1,3,Grocery,0,1,1649,8.6,0
T103289,253.02,2,0,grocery,0,0,1619,3.4,0
T108486,32.91,19,1,grocery,0,0,1605,85.9,0
T108623,88.93,14,3,Grocery,0,1,1848,22.5,0
T100965,8.93,2,0,Grocery,0,1,1165,11.9,0
T102514,134.99,20,1,grocery,0,1,1272,2.3,0
T100833,72.55,14,1,Grocery,0,1,2100,15.5,0
T106140,71.37,2,2,online,1,0,325,17.6,1
T105491,81.55,11,0,restaurant,0,0,2315,9.9,0
T104479,31.8,23,1,online,0,1,2073,22.1,0
T101433,21.49,14,1,online,0,1,2382,10.7,0
T104886,22.57,21,1,travel,0,1,1173,9.9,0
T105880,184.81,10,1,electronics ,0,1,1868,8.7,0
T102598,23.29,9,1,Online,0,0,558,804.5,1
T103883,28.43,17,1,travel,0,1,356,44.8,0
T100780,56.26,6,1,online,0,0,81,4.8,0
T107644,84.82,8,3,electronics,0,1,467,43.8,0
T101179,13.77,22,1,grocery,0,1,2298,7.2,0
T101108,92.85,12,0,Online,0,1,1542,18.1,0
T106295,64.88,22,1,travel,0,1,1454,13.1,0
T102851,105.41,0,0,Grocery,0,1,1364,10.6,0
T107263,123.05,10,2,online,0,0,1810,9.8,0
T105240,28.92,20,0,electronics,0,0,17,116.4,0
T106130,25.34,10,1,travel,0,1,353,54.2,0
T100132,34.8,17,0,online,0,0,1075,0.7,0
T102476,28.45,4,2,grocery,0,1,1004,4.5,0
T106531,21.57,1,0,online ,0,1,2016,2.9,0
T105298,53.68,23,1,online,0,1,2468,18.7,0
T107009,91.09,12,2,ONLINE,0,1,1830,48.0,0
T106318,46.08,15,0,restaurant,0,0,2098,5.9,0
T106068,17.01,18,2,electronics,0,0,1693,12.8,0
T108547,9.35,14,0,grocery,0,0,1164,20.1,0
T108892,25.85,22,1,Grocery,0,1,1375,65.4,0
T102867,21.44,3,2,grocery,0,0,1959,20.8,0
T102319,81.0,3,1,online,0,1,2307,20.4,0
T105553,47.88,12,1,ONLINE,0,0,1873,4.0,0
T102880,525.5,17,1,grocery,0,0,2464,17.8,0
T104149,41.03,9,2,grocery,0,0,728,2.6,0
T100619,453.91,0,3,online,0,1,978,2.3,1
T101015,62.67,16,0,gas,0,0,1295,3.5,0
T106109,30.37,5,0,electronics,0,0,1262,3.1,0
T104380,73.05,10,0,online,0,1,51,22.3,0
T103500,44.53,2,1,Travel,0,1,2491,51.1,0
T104798,77.11,18,2,electronics,0,1,1568,25.7,0
T101551,22.31,6,1,gas,0,1,586,18.1,0
T101296,27.47,6,3,restaurant,1,1,1342,1.8,0
T103733,48.56,16,0,grocery,0,0,11,6.2,0
T101952,6.49,7,2,electronics ,0,1,509,6.0,0
T102827,99.74,0,1,restaurant,0,1,2491,7.0,0
T106819,353.3,23,0,online,0,1,1425,50.4,0
T104517,65.68,17,0,grocery,0,1,1350,6.5,0
T108595,69.77,19,2,grocery,0,1,2368,8.2,0
T102567,29.27,6,0,travel,0,0,1898,41.1,0
T108618,26.82,12,1,Gas,0,0,2251,380.5,0
T105583,17.28,4,1,online,0,1,1095,7.2,0
T103065,81.5,1,2,Online,0,0,1975,42.2,0
T104706,122.81,20,3,online,0,1,1912,3.5,0
T106181,28.3,18,3,Restaurant,0,0,600,13.3,0
T100474,15.96,2,1,travel,1,0,700,43.0,1
T104655,115.38,21,0,electronics,0,0,1608,21.8,0
T103049,45.44,11,2,travel,0,0,424,10.6,0
T102297,60.6,21,1,travel,0,1,2306,48.9,0
T107889,52.86,22,3,Grocery,0,1,2087,3.9,0
T106019,38.96,14,0,Travel,0,1,1341,4.2,0
T107372,51.32,11,0,travel,0,1,1085,13.3,0
T106076,17.51,19,5,online,0,0,2271,36.6,0
T105675,18.66,1,1,Online,0,1,1672,51.1,0
T102681,36.18,17,2,online,0,0,1307,176.2,0
T108439,55.89,0,0,gas,0,0,1204,9.3,0
T106288,42.82,16,1,Electronics,0,1,1290,2.6,0
T108182,55.03,3,0,online,0,1,2177,5.0,0
T108909,112.73,12,0,restaurant,0,1,1457,54.2,0
T103253,51.05,5,1,restaurant,0,1,2281,31.1,0
T106344,28.64,17,0,electronics,1,1,240,72.4,0
T106526,28.18,5,0,travel,0,1,121,4.4,0
T107217,15.41,1,1,grocery,0,0,2026,1.5,0
T105595,66.62,23,3,Restaurant,0,0,1035,7.6,0
T102906,288.86,17,0,travel,0,1,693,8.6,0
T105235,113.62,13,1,grocery,0,1,624,4.5,0
T102136,27.61,21,2,grocery,0,0,1444,24.1,0
T101039,6.5,6,0,online,0,1,1734,22.1,0
T103442,21.51,11,0,restaurant,0,0,372,9.1,0
T102801,125.08,5,1,gas,0,1,688,54.6,0
T108402,123.34,22,0,grocery,0,0,1747,,0
T103198,115.75,12,1,electronics,0,0,156,55.1,1
T106023,87.01,10,0,electronics,0,0,1028,32.5,0
T103896,67.63,21,1,grocery,0,1,2373,2.9,0
T101457,54.05,16,1,gas,0,1,1375,8.3,0
T100769,170.83,7,2,grocery,1,1,1028,26.8,0
T103547,24.99,1,0,online,0,1,142,25.2,0
T101990,113.15,14,0,restaurant,0,1,307,17.6,0
T106441,35.16,10,0,grocery,0,1,1676,,0
T104033,260.8,23,3,restaurant,0,1,1287,26.7,0
T101302,159.14,8,0,Restaurant,0,0,1126,18.5,0
T103306,20.14,10,1,online,0,0,1632,58.6,0
T108250,174.63,15,0,restaurant,0,0,898,48.7,0
T101133,156.6,5,0,gas,0,0,1979,66.0,0
T104100,6.6,14,0,grocery,0,0,2484,60.5,0
T100438,43.8,6,0,gas,0,1,2419,2.1,0
T105765,198.05,1,1,online,0,0,104,12.3,0
T100249,80.43,20,1,Restaurant,0,1,987,5.6,0
T103190,30.31,14,2,restaurant,0,0,1460,35.5,0
T108567,26.88,17,1,Restaurant,0,1,1102,8.5,0
T104197,53.85,2,1,online,0,1,1876,84.3,0
T102484,50.07,21,1,online ,0,0,496,6.1,0
T107235,33.23,20,1,online,0,1,673,16.1,0
T100609,77.55,8,3,grocery,0,0,2365,17.2,0
T107883,78.45,16,2,online,0,1,259,10.1,0
T101309,232.51,17,0,grocery,0,0,654,16.9,0
T101154,67.03,13,1,restaurant,0,1,1838,6.3,0
T108984,123.88,5,0,online,0,1,936,107.6,0
T105584,16.22,6,4,gas,0,0,412,6.5,0
T106224,23.36,19,0,grocery,0,0,680,31.3,0
T100734,133.25,9,2,restaurant,1,1,2360,33.3,0
T102967,93.76,12,2,online,0,0,1534,22.6,0
T105877,105.88,3,2,gas,1,1,218,13.3,0
T104046,129.77,12,4,ONLINE,0,0,169,4.8,1
T101521,40.89,18,1,Travel,0,0,332,5.4,0
T103613,32.03,21,1,electronics,0,0,1035,0.5,0
T104563,11.69,18,1,Online,0,1,2308,64.9,0
T108526,184.74,0,3,restaurant,0,1,2117,61.3,0
T103174,66.86,17,1,online,0,1,1488,5.6,0
T103467,174.79,9,0,electronics,0,1,647,8.5,0
T107159,17.72,11,0,restaurant,1,0,1769,9.1,0
T108072,96.07,6,2,gas,0,0,1820,30.8,0
T108485,31.78,14,2,gas,0,1,295,3.9,0
T107874,71.0,5,3,gas,0,1,726,2.9,0
T105206,24.05,4,1,Restaurant,0,1,2150,5.6,0
T102017,11.9,21,2,online,0,1,1245,12.1,0
T104681,132.98,17,0,online,0,1,1207,25.8,0
T100470,226.34,7,0,electronics,0,1,1744,86.5,0
T102718,138.69,12,3,grocery,0,1,2093,176.7,0
T101805,31.26,15,0,grocery,0,1,747,221.1,0
T107165,59.13,3,2,Gas,0,1,1034,68.4,0
T105864,62.82,1,2,restaurant,1,1,2416,28.7,0
T103054,32.34,2,1,grocery,0,1,2402,10.9,0
T107242,13.34,21,0,grocery,0,1,1058,2.3,0
T103780,54.04,8,1,online,0,0,672,75.9,0
T103297,32.84,2,1,travel,0,1,2218,38.5,0
T100756,50.09,22,2,gas,0,1,1429,,0
T102749,85.66,2,0,online,0,0,1257,19.5,0
T100284,45.56,21,2,electronics,0,1,2078,12.5,0
T106259,192.06,23,0,restaurant,0,0,1738,9.6,0
T107609,64.94,5,3,travel,0,0,1563,10.7,0
T104138,63.56,18,2,gas,0,0,1423,16.0,0
T108191,88.95,1,2,grocery,0,0,1930,55.8,0
T103234,55.58,18,3,online,0,0,1703,32.1,0
T100635,139.75,18,1,electronics,1,1,1881,31.8,0
T107993,23.26,2,3,gas,0,1,1352,31.4,0
T100080,94.56,20,0,Online,1,1,2483,2.8,0
T102313,47.06,18,0,Gas,0,1,56,8.3,0
T105923,17.53,18,3,restaurant,0,1,785,17.0,0
T100384,45.64,20,1,online,0,1,2221,14.2,0
T104289,34.36,8,1,grocery,0,1,760,4.6,0
T108417,224.57,19,1,grocery ,0,1,1155,13.7,0
T106979,22.3,12,2,restaurant,0,0,1089,7.4,0
T100782,85.23,2,2,gas,0,1,245,1.3,0
T106059,30.35,18,3,gas,0,1,427,1.4,0
T108378,58.49,5,2,Gas,0,1,1444,60.5,0
T107270,80.92,3,2,online,0,0,1471,3.1,0
T100137,101.35,3,1,Gas,0,1,1316,71.1,0
T101560,101.48,7,4,electronics,0,1,750,18.4,0
T100733,25.58,4,1,Gas,0,1,1338,85.8,0
T102689,30.63,5,2,online,0,1,96,23.6,0
T106855,30.93,12,0,online,0,1,1944,9.5,0
T105042,276.02,11,2,online,1,1,2208,33.0,0
T100735,16.75,9,0,restaurant,0,0,1317,8.1,0
T102859,27.03,3,1,Online,0,0,1579,118.3,0
T102675,13.09,14,2,online,0,0,754,,1
T103606,115.88,2,1,electronics,0,0,601,6.5,1
T107385,101.43,14,0,ONLINE,0,0,2460,10.4,0
T104065,25.38,16,0,restaurant,0,1,2284,31.2,0
T108156,6.42,1,2,Gas,0,1,1191,,0
T106266,66.38,4,0,gas,0,0,87,69.4,0
T101693,128.25,8,2,online,0,0,629,8.0,0
T102858,85.23,19,1,online ,0,1,954,25.4,0
T100174,21.23,3,1,restaurant,0,0,2397,6.4,0
T105118,60.35,16,0,grocery ,0,0,2125,3.0,0
T104961,77.99,7,1,gas,0,1,2077,0.7,0
T101405,357.91,2,1,grocery,0,0,45,4.4,0
T101753,147.7,10,1,grocery,0,1,1632,1.4,0
T105770,34.73,1,0,gas,0,1,1189,89.7,0
T107221,30.44,23,0,restaurant,0,1,2445,0.5,0
T105390,61.44,8,0,electronics,0,1,1108,19.3,0
T100268,275.64,10,2,gas,0,1,2193,8.3,0
T103797,132.01,12,2,electronics,0,1,818,23.7,0
T104817,22.86,23,0,online,0,0,1055,11.2,0
T104201,118.6,19,3,travel,0,0,1705,6.7,1
T106325,25.03,20,1,electronics,0,1,515,1.3,0
T102768,37.88,11,1,Gas,0,0,1388,28.5,0
T100874,29.82,18,1,grocery ,0,1,898,61.3,0
T107399,89.79,3,1,electronics,1,1,1318,96.5,0
T102173,85.18,23,1,gas,0,1,730,11.8,0
T103330,32.98,10,1,grocery,0,1,235,54.4,0
T102914,160.2,22,2,Restaurant,0,1,1405,51.9,0
T104094,47.01,14,0,online,0,1,138,5.3,0
T101898,62.18,10,3,electronics,0,0,1820,8.2,0
T101836,59.6,19,1,online,0,0,366,57.3,0
T106262,16.4,16,1,restaurant,0,1,58,19.6,0
T101077,37.13,6,2,Travel,0,1,1112,43.4,0
T102790,345.2,5,2,electronics,0,1,2290,4.7,0
T102954,48.1,20,0,grocery,0,1,423,19.1,0
T103666,23.19,23,3,gas,0,1,1022,2.7,0
T106823,35.39,2,3,electronics,0,1,723,7.8,1
T104775,65.5,5,0,online,0,0,2276,2.5,0
T103513,72.81,4,1,Online,0,0,1413,10.4,0
T108223,11.1,22,1,Electronics,0,0,1415,485.0,1
T107297,26.97,18,1,grocery,0,1,2172,4.5,0
T100959,122.51,20,2,Gas,0,1,1179,22.5,0
T104566,85.96,20,0,grocery,0,1,1464,13.3,0
T108821,107.81,9,4,grocery,0,1,699,1.1,1
T106792,180.82,21,2,online,0,1,1549,69.4,0
T108903,41.95,2,1,grocery,0,0,353,66.7,0
T102141,91.91,22,4,grocery ,0,1,351,53.9,0
T107583,28.98,18,1,gas,1,0,369,25.3,0
T107107,42.03,5,0,grocery,0,1,1413,15.5,0
T105617,39.01,3,1,restaurant,0,1,32,37.1,1
T101427,22.62,17,2,Grocery,0,1,843,3.1,0
T104185,57.63,18,3,restaurant,0,1,2340,41.4,0
T104016,42.97,22,1,online,0,1,1607,67.0,0
T100271,14.75,22,0,online,0,0,475,11.2,0
T104195,33.11,8,0,electronics,0,1,1056,0.9,0
T106313,37.97,20,2,online,0,1,2471,36.1,0
T108407,45.92,4,1,gas,0,1,675,145.4,1
T105878,48.76,23,0,Online,0,0,2144,12.6,0
T107647,47.33,3,1,grocery,0,0,186,103.8,0
T105664,30.72,0,0,electronics,0,0,573,28.4,0
T105829,28.83,12,2,electronics,0,0,1988,17.2,0
T108123,79.48,4,1,restaurant,0,0,601,23.0,0
T107197,221.18,16,0,Travel,0,1,2374,6.2,0
T104043,17.53,23,0,gas,0,0,1624,7.0,0
T105761,92.2,14,0,grocery,0,0,1619,9.6,0
T101995,73.28,9,0,Gas,1,1,1497,51.1,0
T101582,23.1,17,0,grocery,0,1,2209,21.8,0
T102716,96.1,22,1,travel,0,1,1675,4.1,0
T106653,59.7,8,0,travel,0,0,587,6.8,0
T103221,14.84,23,1,online,0,0,1486,85.2,0
T104343,35.23,12,0,gas,0,0,219,2.8,0
T100745,72.5,13,1,restaurant,0,1,376,32.2,0
T106843,23.02,22,1,online,0,1,1543,60.1,0
T101764,16.6,22,2,Gas,0,1,565,42.6,0
T104523,42.64,23,0,online,0,0,1474,31.4,0
